text;from;to;moment
dans six heures je partirais de neant sur yvel pour aller à ;neant sur yvel;;dans six heures
Le train phalsbourg ;phalsbourg;;
Pourrais tu me dire comment aller à montgru st hilaire depuis   ;montgru st hilaire;;
Depuis montgaillard à ;montgaillard;;
Je pars de chaux champagny pour aller à ;chaux champagny;;
La ligne mazerolles ;mazerolles;;
Comment aller de cuiseaux à ;cuiseaux;;
Donne moi l'itinéraire pour aller à  en partant de kerien;kerien;;
Indique moi le chemin pour  depuis eroudeville;eroudeville;;
le départ et l'arrivée de mon voyage sont chabreloche et ;chabreloche;;
je partirais de villars en pons pour aller à ;villars en pons;;
Ma destination et ma provenance sont  et fontenay de bossery;fontenay de bossery;;
dans quatre heures  je vais à  depuis montharville;montharville;;dans quatre heures
Je veux trouver un trajet de cruzy à ;cruzy;;
Je veux aller de les salces à ;les salces;;
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de appoigny et gare de ;appoigny;;
bientôt  je vais à  depuis st yrieix sur charente;st yrieix sur charente;;bientôt
itinéraire jusqu'a  en partant de lyaud;lyaud;;
Le train haravilliers ;haravilliers;;
lundi après midi hermanville ;hermanville;;lundi après-midi
Quel trajet pour touffreville sur eu ;touffreville sur eu;;
J'irai bien à la gare de  depuis la gare de peyzieux sur saone;peyzieux sur saone;;
Itiniréraire jusqu'a  depuis plorec sur arguenon;plorec sur arguenon;;
Comment aller de conflans en jarnisy à ;conflans en jarnisy;;
De la francheville à   quel est le chemin le plus rapide  ;la francheville;;
Je souhaiterai avoir des informations sur le train floyon  qui part dans une heure;floyon;;dans une heure
je vais à  depuis selongey;selongey;;
Itiniréraire jusqu'a  depuis charnecles;charnecles;;
Allons à  depuis magny les villers;magny les villers;;
Je suis actuellement à pichanges et j aimerais partir à  dimanche;pichanges;;dimanche
le départ et l'arrivée de mon voyage sont moulon et ;moulon;;
Je souhaiterai avoir des informations sur le train bourgvallees  qui part bientôt;bourgvallees;;bientôt
Je suis actuellement à pennautier et j aimerais partir à  vendredi soir;pennautier;;vendredi soir
Je pars de verdun sur le doubs pour aller à ;verdun sur le doubs;;
Je veux aller à  depuis cezens;cezens;;
Peux tu m'indiquer le chemin de morlincourt depuis   ;morlincourt;;
Je cherche le train le plus rapide pour faire lasson ;lasson;;
vendredi je partirais de chateldon pour aller à ;chateldon;;vendredi
j'aimerais partir de brognon pour me rendre à ;brognon;;
Je suis actuellement à ebblinghem et j aimerais partir à ;ebblinghem;;
itinéraire de voyage de lesmont vers ;lesmont;;
Je cherche un train la chapelle blanche ;la chapelle blanche;;
Je prends le train vern sur seiche ;vern sur seiche;;
itinéraire obermodern zutzendorf ;obermodern zutzendorf;;
de breurey les faverney à ;breurey les faverney;;
Je cherche le train le plus rapide pour faire steene ;steene;;
Je veux me rendre à  en partant de wittenheim;wittenheim;;
Je pars de honnechy pour aller à  dans deux heures;honnechy;;dans deux heures
Lucas se rend de boussens à  pour visiter sa famille ;boussens;;
Je prends le train la neuville les wasigny ;la neuville les wasigny;;
demain soir  je voudrais aller de gourdon à ;gourdon;;demain soir
 dans trois heures depuis vittel;vittel;;dans trois heures
Je suis actuellement à amfreville st amand et j aimerais partir à ;amfreville st amand;;
Le train st servais ;st servais;;
Je veux le trajet de unverre à ;unverre;;
Indique moi le chemin pour  depuis aranc;aranc;;
De st pantaleon de larche à   comment rejoindre  ;st pantaleon de larche;;
Je pars de oberroedern pour aller à ;oberroedern;;
demain soir  je voudrais aller de vignoc à ;vignoc;;demain soir
Le train bailly en riviere ;bailly en riviere;;
Je pars de asco pour aller à  dans un moment;asco;;dans un moment
je partirais de nogaro pour aller à ;nogaro;;
Itinéraire bonvillard ;bonvillard;;
le départ et l'arrivée de mon voyage sont senoncourt les maujouy et ;senoncourt les maujouy;;
Trouve le chemin pour  depuis friauville ;friauville;;
Je cherche un train pommiers moulons  mardi matin;pommiers moulons;;mardi matin
fuilla ;fuilla;;
le départ et l'arrivée de mon voyage sont saulx les champlon et ;saulx les champlon;;
Je pars de morizes pour aller à  mardi soir;morizes;;mardi soir
lierval ;lierval;;
Je me rends à  en partant de athis val de rouvre;athis val de rouvre;;
le départ et l'arrivée de mon voyage sont raissac sur lampy et ;raissac sur lampy;;
Quel trajet pour luchapt ;luchapt;;
Pourrais tu m'indiquer le chemin de st bonnet de bellac à   ;st bonnet de bellac;;
train criquetot l esneval  la semaine prochaine;criquetot l esneval;;la semaine prochaine
Je veux aller de aigondigne à  demain après midi;aigondigne;;demain après-midi
je partirais de xivry circourt pour aller à ;xivry circourt;;
 depuis garrigues;garrigues;;
Donne moi l'itinéraire pour aller à  en partant de cenon;cenon;;
Je pars de bilheres pour aller à  lundi après midi;bilheres;;lundi après-midi
dans deux heures  je voudrais aller de fraissinet de fourques à ;fraissinet de fourques;;dans deux heures
Je pars de murvaux pour aller à ;murvaux;;
Je veux aller de le teil à ;le teil;;
itinéraire jusqu'a ban de laveline en partant de ;;ban de laveline;
jeudi après midi je partirais de  pour aller à st sauveur;;st sauveur;jeudi après-midi
La ligne  moulin mage;;moulin mage;
Je me rends à taillebourg en partant de ;;taillebourg;
J'irai bien à la gare de dampierre les bois depuis la gare de ;;dampierre les bois;
trajet  roche st secret beconne;;roche st secret beconne;
Le train  lerm et musset;;lerm et musset;
Je cherche un trajet de  à luemschwiller;;luemschwiller;
trajet  la latette;;la latette;
Le train  herrere;;herrere;
Quel est l'itinéraire entre  et mesplede;;mesplede;
Je suis actuellement à  et j aimerais partir à charly le mois prochain;;charly;le mois prochain
Comment aller de  à granges sur aube;;granges sur aube;
Emmène moi de  à voulx;;voulx;
Je suis actuellement à  et j aimerais partir à chateau porcien;;chateau porcien;
Je cherche un trajet de  à marville moutiers brule mercredi après midi;;marville moutiers brule;mercredi après-midi
dans deux heures  je voudrais aller de  à mory montcrux;;mory montcrux;dans deux heures
J'irai bien à la gare de loisail depuis la gare de ;;loisail;
train  gigney;;gigney;
Je cherche un trajet de  à la clayette;;la clayette;
 pertheville ners;;pertheville ners;
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de  et gare de fronton;;fronton;
Je cherche un train  st michel dans un moment;;st michel;dans un moment
Je pars de  pour aller à saintines;;saintines;
Je souhaiterai avoir des informations sur le train  dreux;;dreux;
Comment aller de  à vezin le coquet;;vezin le coquet;
itinéraire jusqu'a flammerecourt en partant de ;;flammerecourt;
de  à vicq sur mer;;vicq sur mer;
Je cherche comment me rendre à  depuis bon repos sur blavet  ;;bon repos sur blavet;
Le train  huahine;;huahine;
ste livrade depuis ;;ste livrade;
Itiniréraire jusqu'a nohant vic depuis ;;nohant vic;
Je suis à  et je souhaite me rendre à passy;;passy;
itinéraire jusqu'a champigny les langres en partant de ;;champigny les langres;
itinéraire  st germain des fosses;;st germain des fosses;
Je quitte  pour montreuil sur therain;;montreuil sur therain;
je viens de  et je veux aller à ajaccio;;ajaccio;
De  à st quentin le petit;;st quentin le petit;
J'aurais besoin de directions de  à le titre ;;le titre;
Je cherche un train  le plantay;;le plantay;
Je suis actuellement à  et j'aimerais partir à boersch;;boersch;
Quel trajet pour  sotteville sous le val;;sotteville sous le val;
De  à villapourcon;;villapourcon;
Nicolas part de  pour rejoindre son amie Camille à floure ;;floure;
De  à morancez  comment puis je me rendre  ;;morancez;
Je prends le train  viuz en sallaz;;viuz en sallaz;
je vais à mollau depuis ;;mollau;
Je pars de  pour aller à chemille sur indrois;;chemille sur indrois;
train  bregy dans deux heures;;bregy;dans deux heures
Je prends le train  guignes;;guignes;
Je cherche le train le plus rapide pour faire  ste eanne demain matin;;ste eanne;demain matin
le départ et l'arrivée de mon voyage sont  et ste foy st sulpice;;ste foy st sulpice;
Je veux aller à st mery depuis ;;st mery;
J'irai bien à la gare de aspres les corps depuis la gare de ;;aspres les corps;
Je voudrais aller de  à brillon;;brillon;
 baladou;;baladou;
Donne moi l'itinéraire pour aller à couddes en partant de ;;couddes;
Je veux aller de  à sauveterre;;sauveterre;
vendredi matin  je voudrais aller de  à vitrolles;;vitrolles;vendredi matin
Je cherche le train le plus rapide pour faire  dancourt;;dancourt;
Je cherche un train  livarot pays d auge;;livarot pays d auge;
j'aimerais me rendre à ambrugeat en quittant ;;ambrugeat;
trajet  vinzelles;;vinzelles;
je vais à cruzy depuis ;;cruzy;
Je cherche un trajet de  à bienvillers au bois;;bienvillers au bois;
Je souhaiterai avoir des informations sur le train  doucelles;;doucelles;
Je pars de  pour aller à treclun;;treclun;
L'arrivée et le départ de mon voyage sont st raphael et ;;st raphael;
Je cherche un trajet de  à juillac vendredi;;juillac;vendredi
Le train  fontpedrouse;;fontpedrouse;
itinéraire  le mesnil villement;;le mesnil villement;
Quel est l'itinéraire le plus rapide pour voyager de  à larchant en avion  en profitant d'un vol direct et en ayant un temps de connexion minimal  ;;larchant;
Je voudrais aller de  à bertignolles maintenant;;bertignolles;maintenant
Je veux le trajet de  à fresnes en saulnois;;fresnes en saulnois;
ils veulent aller de  jusqu'à holving;;holving;
Emmène moi de  à goutevernisse;;goutevernisse;
Je souhaiterai avoir des informations sur le train  rouvres sur aube qui part lundi soir;;rouvres sur aube;lundi soir
Je veux aller de  à laussou;;laussou;
Pourrais tu me dire comment aller de  à lignou  ;;lignou;
Quel est l'itinéraire entre  et berg;;berg;
Je veux aller de  à aigondigne vendredi après midi;;aigondigne;vendredi après-midi
Quel est l'itinéraire entre  et catillon fumechon;;catillon fumechon;
Je cherche le train le plus rapide pour faire  bovelles demain;;bovelles;demain
Je prends le train  authou;;authou;
train  buvilly;;buvilly;
Je pars de  pour aller à mougins;;mougins;
J'irai bien à la gare de camplong depuis la gare de ;;camplong;
arrivée ur et départ ;;ur;
dimanche  je vais à canlers depuis ;;canlers;dimanche
Je pars de  pour aller à ornes;;ornes;
Je souhaiterai avoir des informations sur le train  st aubin en charollais qui part dans un moment;;st aubin en charollais;dans un moment
itinéraire  ham sous varsberg;;ham sous varsberg;
Comment aller de  à oches dimanche matin;;oches;dimanche matin
la roche mabile depuis ;;la roche mabile;
De  à becourt;;becourt;
Je pars de  pour aller à rouvroy;;rouvroy;
Quel trajet pour  moustiers ste marie;;moustiers ste marie;
train  burcin;;burcin;
J'aurais besoin de directions de  à mourens ;;mourens;
Je cherche comment me rendre de  à larche  ;;larche;
Ma provenance et ma destination sont  et les islettes;;les islettes;
je vais à voyenne depuis ;;voyenne;
le départ et l'arrivée de mon voyage sont  et calleville;;calleville;
Je prends le train  fleac vendredi après midi;;fleac;vendredi après-midi
Je cherche le train le plus rapide pour faire  boinville en mantois dans cinq heures;;boinville en mantois;dans cinq heures
Je voudrais aller de  à vendays montalivet;;vendays montalivet;
le départ et l'arrivée de mon voyage sont  et mont les neufchateau;;mont les neufchateau;
de  à valcourt;;valcourt;
Le train  st boil;;st boil;
je partirais de  pour aller à ste foy d aigrefeuille;;ste foy d aigrefeuille;
De  à biermont  comment rejoindre  ;;biermont;
Je suis à  et je souhaite me rendre à aix;;aix;
Je veux aller de  à sillery;;sillery;
Ma provenance et ma destination sont  et st chamas;;st chamas;
Je partirais de  pour aller à allerey sur saone;;allerey sur saone;
Je quitte  pour ranspach le bas;;ranspach le bas;
Je cherche un trajet de  à pinel hauterive dimanche soir;;pinel hauterive;dimanche soir
je partirais de  pour aller à merleac;;merleac;
Guide moi de  vers ver les chartres;;ver les chartres;
Je veux le trajet de  à obterre;;obterre;
Je me rends à ingre en partant de ;;ingre;
de  à les breseux;;les breseux;
Je suis actuellement à  et j aimerais partir à courbiac;;courbiac;
j'aimerais partir de  pour me rendre à wintzenheim;;wintzenheim;
Pourrais tu me dire comment aller à  depuis loge fougereuse  ;;loge fougereuse;
Comment aller de  à payssous;;payssous;
Peux tu me guider vers  depuis lompnas  ;;lompnas;
je partirais de  pour aller à roncourt;;roncourt;
Je quitte  pour val d arcomie;;val d arcomie;
Je pars de  pour aller à mesanger;;mesanger;
Je suis à  et je souhaite me rendre à le plessier rozainvillers;;le plessier rozainvillers;
malijai lundi depuis ;;malijai;lundi
 couvains samedi après midi;;couvains;samedi après-midi
Je cherche un train  bruay sur l escaut;;bruay sur l escaut;
je viens de  et je veux aller à st laurent;;st laurent;
Comment aller de  à st michel en brenne;;st michel en brenne;
Itiniréraire jusqu'a zuani depuis ;;zuani;
Trouve un train partant de  et allant à cours;;cours;
Indique moi le chemin pour manspach depuis ;;manspach;
Comment rejoindre  depuis st christol  ;;st christol;
Je me rends à st lubin de la haye en partant de ;;st lubin de la haye;
Je souhaiterai avoir des informations sur le train  la chapelle st ouen;;la chapelle st ouen;
Le train  valence;;valence;
le départ et l'arrivée de mon voyage sont  et ressons sur matz;;ressons sur matz;
Je cherche un train  st maclou la briere vendredi après midi;;st maclou la briere;vendredi après-midi
 cailly;;cailly;
Je pars de  pour aller à aire sur la lys;;aire sur la lys;
Emmène moi de  à maubert fontaine;;maubert fontaine;
train  brouy dans quatre heures;;brouy;dans quatre heures
Itinéraire  puy guillaume;;puy guillaume;
Le train  saucats;;saucats;
Ma provenance et ma destination sont  et puycasquier;;puycasquier;
Le train  balma;;balma;
Indique moi le chemin pour pierrelatte depuis ;;pierrelatte;
Le train  sault brenaz;;sault brenaz;
Peux tu m'indiquer comment aller de  à comps  ;;comps;
Quel est l'itinéraire entre  et javron les chapelles;;javron les chapelles;
Depuis  à arandas;;arandas;
Comment me rendre à tubuai depuis ;;tubuai;
Je voudrais aller de  à sancergues dimanche matin;;sancergues;dimanche matin
Itiniréraire jusqu'a pontorson depuis ;;pontorson;
Indique moi le chemin pour morcourt depuis ;;morcourt;
